Key	English	Welsh	Comments
page.tcs.workandhours.manual_estimated_earnings.previous.manualEstimatedEarnings.label	How much did you earn from {1}?		No Welsh translation found
page.tcs.children.add-a-child.clwy.li3	usually		No Welsh translation found
page.tcs.workandhours.changeworkinghours.partnerTemporaryLeave.header	Is {0} on temporary leave?		No Welsh translation found
page.tcs.childcare.confirm-your-answers.when-did-or-will-the-childcare-end	When did or will you stop paying {0}?		No Welsh translation found
page.tcs.children.add-a-child.ineligible.courseInFuture.illness.h1	You cannot add {0} to your claim		No Welsh translation found
page.tcs.workandhours.startajobhadotherpreviousjobs.partner.required	Select yes if they had a previous job		No Welsh translation found
page.tcs.children.change-childs-details-get-dla.title-hidden-edit	if {0} gets Disability Living Allowance		No Welsh translation found
page.tcs.children.add-a-child.is-child-registered-with-connexions.p1	This includes the Education and Library Board in Northern Ireland or a similar organisation in another country.		No Welsh translation found
page.tcs.does-child-get-benefits.p1	The benefits are:		No Welsh translation found
page.tcs.children.add-a-child.does-child-do-approved-training.header	Does or will {0} do an approved training course?		No Welsh translation found
page.tcs.workandhours.previous-employment-summary.partner.edit-previous-manual-earnings	How much does {0} expect to earn from {1}?		No Welsh translation found
page.tcs.children.add-a-child.did_child_intend_to_stay.training.error-empty	Select yes if {0} intended to stay in education or training after leaving their course		No Welsh translation found
page.tcs.children.disability.change-higher-pip.yes-or-no.error-empty	Select yes if {0} gets the enhanced rate of Personal Independence Payment’s daily living component or Armed Forces Independence Payment		No Welsh translation found
page.tcs.workandhours.startjobdate.li.2	it is based in the UK		No Welsh translation found
page.tcs.workandhours.startajobemployed.you.service_title	Started an employed job		No Welsh translation found
page.tcs.renewals.changes_other.started.li3	Bereavement Allowance		No Welsh translation found
page.tcs.children.training.lastnameHint	The child’s last name should be as it is shown on your annual review.		No Welsh translation found
page.tcs.children.add-a-child.ineligible.courseInFuture.illness.ul2.leavingSchool	{0} leaving school and their course		No Welsh translation found
page.tcs.change-bank-details.summary.section_header	Change bank account		No Welsh translation found
page.tcs.changes_other.started.p1.joint	Tell us which of these benefits you, your partner, or both of you got, when the benefits started and stopped (if you no longer get them).		No Welsh translation found
page.tcs.workandhours.previous_employer_name.last_job.empty	Enter the name of your last employer		No Welsh translation found
page.tcs.addchildcare.have-you-told-you-not-work-16-hours-or-more.title	Have you told us that you work 16 hours or more a week?		No Welsh translation found
dashboard.viewchangedetails.yourchildren.subtitle	Children on your claim		No Welsh translation found
page.tcs.workandhours.howmanyhours.previous.p2	Enter how many hours you worked each week during the term.		No Welsh translation found
page.tcs.workandhours.previous-employment-summary.previousStartDate	When did your job at {0} start?		No Welsh translation found
change.your.partners.name.bullet.header	Change your partner’s name if they:		No Welsh translation found
page.tcs.children.educationandtraining.lastname.required	Enter the child’s last name		No Welsh translation found
page.tcs.childcare.no-notification.p2	Changes to childcare costs that are less than £10 do not affect how much tax credits you get.		No Welsh translation found
page.tcs.wtc.ctc-payments.your-tax-credits-payment.paid-early-payment-details-present	Your payment is early because of UK bank holidays.		No Welsh translation found
page.renewals.renewals_homepage.pending_changes_banner.change_types.amend_a_job_you	You changed the number of hours you worked in a week		No Welsh translation found
page.tcs.changes_other.overseas.h1	Live overseas or went abroad for more than 8 weeks		No Welsh translation found
page.tcs.workandhours.deductions.pensions	Payments to your stakeholder pensions		No Welsh translation found
page.tcs.personal.enter.country.valid.character	Country must only include letters a to z and spaces		No Welsh translation found
page.tcs.children.changeachildname.service_title	Change a child’s name		No Welsh translation found
page.tcs.children.connexionschange.lastname-help-text	The child’s last name should be as it is shown on their birth certificate.		No Welsh translation found
page.tcs.addchildcare.ever-pay-something-different.h1	Do you ever pay {0} something different than {1}?		No Welsh translation found
page.tcs.addchildcare.start-paying-date.error-empty	Enter the date you did or will start paying your childcare provider		No Welsh translation found
page.tcs.Addchildcare.not-suitable-no-eligible-do-not-pay-for-costs.p2	You can only add a childcare provider to your claim if you pay them with your own money.		No Welsh translation found
dashboard.viewchangedetails.change-delay	We have received your changes. It can take up to 4 weeks to update your claim.		No Welsh translation found
page.tcs.workandhours.employer_name.current_job.empty	Enter the name of the employer already on your claim		No Welsh translation found
page.tcs.addchildcare.end-date.error-end-date-before-start-date-and-start-date-in-future	Enter a date that is on or after {0} when the childcare starts		No Welsh translation found
page.tcs.addchildcare.provider.details.addressline2.helptext	Address line 2		No Welsh translation found
dashboard.viewchangedetails.you.change-childcare	Change childcare		No Welsh translation found
page.tcs.childcare.confirm-your-answers.some-thing-different	Do you ever pay {0} something different than {1}?		No Welsh translation found
page.tcs.workandhours.howmanyhours.selfemployed.partner.1	You must enter whole hours only. For example, if they normally work 22.5 hours a week, enter 22.		No Welsh translation found
dashboard.your-tax-credits.renewal-status.p3.COMPLETE	You can complete your declaration again until<br/> <span class="no-break">31 July {0}</span>, if you think you have made a mistake.		No Welsh translation found
page.tcs.children.changeachilddob.changedateofbirth	What is their correct date of birth?		No Welsh translation found
page.tcs.workandhours.deductions.pensionsAmount.helptext1	Enter the total amount you expect to pay into your stakeholder pension.		No Welsh translation found
page.tcs.workandhours.manual_estimated_earnings.amountPaid.range	Estimated earnings must be 9999999999.99 or less		No Welsh translation found
page.tcs.workandhours.startajob.you.service_title	Started a job		No Welsh translation found
page.tcs.childcare.short.term.calculation.summary.table3	Number of childcare weeks		No Welsh translation found
dashboard.your-tax-credits.renewal-status.button.COMPLETE.multi	Check your declarations		No Welsh translation found
dashboard.viewchangedetails.yourpartner.employment.numberofhours.label	Hours worked a week		No Welsh translation found
page.tcs.wtc.ctc-payments.your-tax-credits-payment.go-back-to-tax-summary	Go back to tax credits summary		No Welsh translation found
page.tcs.workandhours.previous_typeofwork.radioEmployed	Employed		No Welsh translation found
page.tcs.does-child-get-benefits.title	Does the child get any of these benefits?		No Welsh translation found
page.tcs.changes_other.prison.h1	Sent to prison		No Welsh translation found
dashboard.viewchangedetails.you.on.claim.died.link	Someone on your claim has died		No Welsh translation found
page.tcs.children.add-a-child.ineligible.age-max-p2	 You can only add a child to your claim if they are 19 or younger.		No Welsh translation found
page.tcs.children.connexionschange.firstname	What are their first and middle names?		No Welsh translation found
page.tcs.children.change-childs-details-when-did-stop-being-certified-blind-hidden-edit	when {0} stopped being certified blind		No Welsh translation found
page.renewals.renewals_homepage.children.change.remove_child	Remove a child		No Welsh translation found
page.tcs.addchildcare.childcare-how-much-you-pay.blank	Enter how much you did or will pay {0} between {1} and {2}		No Welsh translation found
page.tcs.workandhours.previous_employer_name.invalid	Name of your employer must only include letters a to z, numbers, spaces, commas, full stops, hyphens, apostrophes, ampersands (&) and round brackets		No Welsh translation found
